filename,prediction_clipdet_latent10k,prediction_clipdet_latent10k_plus,prediction_Corvi2023,prediction_fusion[mean_logit],prediction_fusion[max_logit],prediction_fusion[median_logit],prediction_fusion[lse_logit],prediction_fusion[mean_prob],prediction_fusion[soft_or_prob]
HunyuanVideo_River,0.1818181818181818,0.2121212121212121,0.3939393939393939,0.2727272727272727,0.5151515151515151,0.1818181818181818,0.8484848484848485,0.2727272727272727,0.9090909090909092
HunyuanVideo_Bike,0.2121212121212121,0.5151515151515151,0.4545454545454545,0.4848484848484848,0.8787878787878788,0.2121212121212121,1.0,0.4848484848484848,1.0
HunyuanVideo_Butterfly,0.7878787878787878,0.8787878787878788,0.1515151515151515,0.3939393939393939,0.9393939393939394,0.7575757575757576,1.0,0.4242424242424242,1.0
HunyuanVideo_Road_Full_Of_Cars,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0303030303030303
HunyuanVideo_Crocodile,0.0303030303030303,0.0,0.696969696969697,0.0,0.7272727272727273,0.0,1.0,0.0,1.0
HunyuanVideo_Doctor,0.0,0.0606060606060606,0.0,0.0,0.0606060606060606,0.0,0.7575757575757576,0.0,0.8787878787878788
HunyuanVideo_Thunder,0.696969696969697,1.0,0.0909090909090909,0.696969696969697,1.0,0.696969696969697,1.0,0.7575757575757576,1.0
HunyuanVideo_Car,0.2727272727272727,0.9696969696969696,0.1515151515151515,0.3939393939393939,1.0,0.3333333333333333,1.0,0.3939393939393939,1.0
HunyuanVideo_Soldiers,0.0303030303030303,0.3636363636363636,0.0606060606060606,0.0,0.4242424242424242,0.0303030303030303,0.9393939393939394,0.0,0.9696969696969696
HunyuanVideo_Tractor,0.1515151515151515,0.7272727272727273,0.0,0.0,0.7878787878787878,0.0909090909090909,1.0,0.0,1.0
HunyuanVideo_Tv,0.2727272727272727,0.9696969696969696,0.0909090909090909,0.2727272727272727,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0
HunyuanVideo_Airplane,0.0303030303030303,0.4848484848484848,0.1212121212121212,0.0909090909090909,0.5757575757575758,0.0606060606060606,1.0,0.0909090909090909,1.0
HunyuanVideo_Dolphin,0.0909090909090909,0.4242424242424242,0.0,0.0303030303030303,0.5151515151515151,0.0,1.0,0.0303030303030303,1.0
HunyuanVideo_Skier,0.0606060606060606,0.0909090909090909,0.0303030303030303,0.0,0.1515151515151515,0.0303030303030303,1.0,0.0,1.0
HunyuanVideo_Sofa,0.0,0.0909090909090909,0.0606060606060606,0.0303030303030303,0.1515151515151515,0.0,0.4545454545454545,0.0303030303030303,0.5757575757575758
HunyuanVideo_Horse,0.2424242424242424,0.9090909090909092,0.5151515151515151,0.6060606060606061,1.0,0.6060606060606061,1.0,0.6060606060606061,1.0
HunyuanVideo_Dancer,0.1212121212121212,0.3636363636363636,0.0909090909090909,0.0606060606060606,0.4242424242424242,0.1212121212121212,0.9393939393939394,0.0606060606060606,0.9393939393939394
HunyuanVideo_Chef,0.0,0.1212121212121212,0.0,0.0,0.1212121212121212,0.0,0.7878787878787878,0.0,0.9090909090909092
HunyuanVideo_Shore,0.0,0.5757575757575758,0.0909090909090909,0.0,0.6060606060606061,0.0606060606060606,1.0,0.0,1.0
HunyuanVideo_Pilot,0.0,0.1515151515151515,0.0303030303030303,0.0,0.1818181818181818,0.0,0.2424242424242424,0.0,0.2424242424242424
HunyuanVideo_Purse,0.1212121212121212,0.7878787878787878,0.1212121212121212,0.2121212121212121,0.8181818181818182,0.1818181818181818,1.0,0.2121212121212121,1.0
HunyuanVideo_Ball,0.2424242424242424,0.696969696969697,0.0,0.0606060606060606,0.7878787878787878,0.1515151515151515,1.0,0.0606060606060606,1.0
HunyuanVideo_Rocket,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.2424242424242424
HunyuanVideo_Cow,0.303030303030303,0.9090909090909092,1.0,1.0,1.0,0.9090909090909092,1.0,1.0,1.0
HunyuanVideo_Mouse,0.6666666666666666,0.9393939393939394,0.5757575757575758,0.5757575757575758,0.9696969696969696,0.696969696969697,1.0,0.5757575757575758,1.0
HunyuanVideo_Taxi_Driver,0.0,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.0,0.3333333333333333
HunyuanVideo_Tiger,0.8181818181818182,1.0,0.1818181818181818,0.7575757575757576,1.0,0.8181818181818182,1.0,0.7575757575757576,1.0
HunyuanVideo_Polar_Bear,0.0909090909090909,0.5757575757575758,0.0303030303030303,0.0606060606060606,0.6060606060606061,0.0909090909090909,0.7272727272727273,0.0606060606060606,0.7878787878787878
HunyuanVideo_Drone,0.0909090909090909,0.8181818181818182,0.0909090909090909,0.1212121212121212,0.8787878787878788,0.1212121212121212,1.0,0.1212121212121212,1.0
HunyuanVideo_Farmer,0.09090909090909091,0.48484848484848486,0.09090909090909091,0.09090909090909091,0.5757575757575758,0.09090909090909091,1.0,0.09090909090909091,1.0
