filename,clipdet_latent10k,clipdet_latent10k_plus,Corvi2023,fusion[mean_logit],fusion[max_logit],fusion[median_logit],fusion[lse_logit],fusion[mean_prob],fusion[soft_or_prob]
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0000.jpg,-0.57852304,-1.8179173,-0.45332435,-0.9499216,-0.45332435,-0.57852304,0.30645582,-0.8671753016605466,0.6765263
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0001.jpg,-0.6310339,-1.3542767,-2.552241,-1.5125173,-0.6310339,-1.3542767,-0.14146873,-1.3355584513417205,0.074810505
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0002.jpg,-0.96840596,-0.67305833,-4.378074,-2.0065129,-0.67305833,-0.96840596,-0.10271597,-1.334183391356874,0.10406929
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0003.jpg,-1.3145052,-0.85234654,-4.9954276,-2.3874264,-0.85234654,-1.3145052,-0.35412222,-1.568249794580559,-0.19625026
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0004.jpg,-1.2234666,-0.7273437,-5.1886735,-2.379828,-0.7273437,-1.2234666,-0.24464986,-1.4747759577172852,-0.07228243
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0005.jpg,-1.291937,-0.7046878,-4.9654465,-2.3206904,-0.7046878,-1.291937,-0.25363386,-1.48676042081045,-0.08547139
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0006.jpg,-1.0165944,-0.4214045,-4.571753,-2.0032506,-0.4214045,-1.0165944,0.027896792,-1.2423030708428193,0.24582213
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0007.jpg,-1.0394769,-0.38483283,-4.151174,-1.8584946,-0.38483283,-1.0394769,0.048742563,-1.2239719881568942,0.27056032
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0008.jpg,-0.96809185,-0.13042471,-3.8690646,-1.6558604,-0.13042471,-0.96809185,0.24561515,-1.0753659590495337,0.4977327
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0009.jpg,-1.1935183,-0.35246208,-3.4486897,-1.6648899,-0.35246208,-1.1935183,0.037194848,-1.2344249025802896,0.2544511
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0010.jpg,-1.1281195,-0.102819115,-2.8629901,-1.364643,-0.102819115,-1.1281195,0.24922389,-1.0584107629413602,0.5078528
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0011.jpg,-0.61966884,-0.13671985,-3.0370736,-1.2644874,-0.13671985,-0.61966884,0.37727985,-0.9091705646453245,0.70203215
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0012.jpg,-0.6137544,-0.68448365,-0.19884011,-0.49902606,-0.19884011,-0.6137544,0.6234467,-0.4939114629860924,1.1691495
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0013.jpg,-1.3141918,-0.56717026,-2.2191696,-1.3668438,-0.56717026,-1.3141918,-0.057079732,-1.2430462574631058,0.18591338
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0014.jpg,-1.2435418,-0.3568718,-3.187195,-1.5958695,-0.3568718,-1.2435418,0.029083729,-1.2364040312989608,0.24721736
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0015.jpg,-0.95891327,-0.108917624,-3.1644523,-1.410761,-0.108917624,-0.95891327,0.27941105,-1.0279952768428604,0.55082977
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0016.jpg,-1.0461211,-0.08572146,-3.8091524,-1.6469984,-0.08572146,-1.0461211,0.25566074,-1.0804905014096597,0.50018954
/home/christian.moiola/ClipBased-SyntheticImageDetection/temp_frames/frame_0017.jpg,-1.1313798,0.04801902,-3.3948572,-1.4927393,0.04801902,-1.1313798,0.34026778,-1.0315250717588194,0.5884255
