filename,clipdet_latent10k,clipdet_latent10k_plus,Corvi2023,fusion[mean_logit],fusion[max_logit],fusion[median_logit],fusion[lse_logit],fusion[mean_prob],fusion[soft_or_prob]
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0000.jpg,0.14756727,0.31212553,-0.08126178,0.12614368,0.31212553,0.14756727,1.2375883,0.12539698897062035,2.176921
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0001.jpg,-0.101674795,0.6353855,-1.7404683,-0.40225253,0.6353855,-0.101674795,1.0873866,-0.29878123996396444,1.697556
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0002.jpg,-0.37866348,0.36762372,-2.4519901,-0.82100993,0.36762372,-0.37866348,0.79534113,-0.5802473433883553,1.2449479
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0003.jpg,-0.6617148,0.423421,-2.7958605,-1.0113848,0.423421,-0.6617148,0.74393785,-0.6898423980396103,1.1200641
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0004.jpg,-0.5582634,0.6151513,-2.389834,-0.7776487,0.6151513,-0.5582634,0.92178893,-0.550830036080695,1.3587451
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0005.jpg,-0.53498536,0.41861716,-2.430384,-0.8489174,0.41861716,-0.53498536,0.78551626,-0.6140728604049142,1.2081589
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0006.jpg,-0.35956407,0.64784455,-2.0792193,-0.5969796,0.64784455,-0.35956407,1.0059211,-0.43510662680435896,1.517675
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0007.jpg,-0.29236847,0.6481483,-2.100765,-0.5816617,0.6481483,-0.29236847,1.0227579,-0.41514169837947923,1.5492831
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0008.jpg,0.07939869,1.2535572,-1.8186824,-0.16190886,1.2535572,0.07939869,1.557651,-0.08358677485066679,2.2924416
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0009.jpg,-0.08755529,1.0490445,-1.2167666,-0.08509246,1.0490445,-0.08755529,1.4029735,-0.07039896598076445,2.148794
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0010.jpg,-0.28119677,0.9302201,-1.3890916,-0.24668942,0.9302201,-0.28119677,1.2639145,-0.20493668569805445,1.9095706
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0011.jpg,-0.5547813,0.8327302,-1.1399714,-0.28734085,0.8327302,-0.5547813,1.1611533,-0.2628179796890957,1.7673743
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0012.jpg,0.16236973,0.66218686,0.040321704,0.28829277,0.66218686,0.16236973,1.4246659,0.2823055703102525,2.489526
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0013.jpg,-0.31792474,0.39399728,-1.5091659,-0.47769776,0.39399728,-0.31792474,0.88856936,-0.4061754091188219,1.4440913
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0014.jpg,-0.34582746,0.8290365,-2.0913541,-0.53604835,0.8290365,-0.34582746,1.1385586,-0.3770913402287799,1.6703818
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0015.jpg,-0.4158374,0.7811384,-2.1533577,-0.5960189,0.7811384,-0.4158374,1.0851345,-0.422917413028411,1.5888703
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0016.jpg,-0.25935602,0.78388095,-1.8080958,-0.42785695,0.78388095,-0.25935602,1.1395844,-0.31879755222001527,1.7187867
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0017.jpg,-0.15519387,0.9354745,-1.7038716,-0.30786365,0.9354745,-0.15519387,1.2772183,-0.22302105351639434,1.914773
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0018.jpg,-0.1639117,1.0555387,-1.5186545,-0.20900917,1.0555387,-0.1639117,1.3715223,-0.15952347665179367,2.0450873
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0019.jpg,-0.025780797,0.9099426,-1.3742727,-0.1633703,0.9099426,-0.025780797,1.3115041,-0.1221863863718684,2.0308297
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0020.jpg,0.28503573,1.2871575,-1.034015,0.17939274,1.2871575,0.28503573,1.6691889,0.15598559615406604,2.609986
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0021.jpg,0.30929935,1.26065,-1.294423,0.09184214,1.26065,0.30929935,1.641758,0.09468036067207841,2.5359209
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0022.jpg,0.27800894,1.1770561,-1.2300872,0.07499262,1.1770561,0.27800894,1.5805389,0.07956498916108379,2.4620576
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0023.jpg,-0.2528702,1.0578673,-1.5187439,-0.23791559,1.0578673,-0.2528702,1.3547462,-0.18849418364013648,2.0018935
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0024.jpg,0.18972075,0.20539936,0.10740927,0.1675098,0.20539936,0.18972075,1.2670369,0.16743691686488205,2.2408187
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0025.jpg,-0.23308444,0.55575407,-1.6396378,-0.4389894,0.55575407,-0.23308444,1.0040789,-0.3502366253133872,1.5831208
/home/stefano.bonetto/ClipBased-SyntheticImageDetection/temp_frames/frame_0026.jpg,0.0721181,0.9525211,-1.8301693,-0.26851007,0.9525211,0.0721181,1.3421872,-0.16321231321064256,2.0345078
