Filename,clipdet_latent10k,clipdet_latent10k_plus,Corvi2023,fusion[max_logit],fusion[mean_logit],fusion[median_logit],fusion[lse_logit],fusion[mean_prob],fusion[soft_or_prob]
/Purse_Fake.mp4,1.0,1.0,0.0,1.0,0.719008,1.0,1.0,0.909091,1.0
/Horse_Fake.mp4,0.735537,1.0,0.0,1.0,0.14049599999999995,0.735537,,0.40495899999999996,1.0
/Cow_Fake.mp4,0.15702499999999997,1.0,0.0,1.0,0.008264000000000049,0.15702499999999997,1.0,0.008264000000000049,1.0
/Skier_Fake.mp4,0.11570199999999997,1.0,0.0,1.0,0.0,0.11570199999999997,1.0,0.0,1.0
/TV_Fake.mp4,0.760331,1.0,0.0,1.0,0.09917399999999998,0.760331,1.0,0.21487599999999996,1.0
/Sofa_Fake.mp4,0.760331,1.0,0.0,1.0,0.421488,0.760331,1.0,0.586777,1.0
/Soldier_Fake.mp4,0.016529000000000016,0.942149,0.0,0.942149,0.0,0.016529000000000016,1.0,0.0,1.0
/Car_Fake.mp4,0.77686,0.958678,0.0,0.983471,0.14876,0.752066,1.0,0.280992,1.0
/Ball_Fake.mp4,0.20661200000000002,0.917355,0.0,0.917355,0.008264000000000049,0.20661200000000002,1.0,0.016529000000000016,1.0
/Cow_Real.mp4,1.0,0.97619,1.0,0.97619,1.0,1.0,0.349206,1.0,0.039683000000000024
/Skier_Real.mp4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/Soldier_Real.mp4,1.0,0.72,1.0,0.72,1.0,1.0,0.386667,1.0,0.18666700000000003
Average,0.6274105833333333,0.9595310000000001,0.25,0.9615970833333335,0.37878783333333327,0.6253444166666666,0.8850793636363636,0.4517906666666667,0.8521958333333334
